Gene stable ID,Gene stable ID version,Gene name,Chromosome/scaffold name
ENSG00000228328,ENSG00000228328.2,AL158201.1,X
ENSG00000228125,ENSG00000228125.2,AKIRIN1P2,X
ENSG00000102316,ENSG00000102316.17,MAGED2,X
ENSG00000278358,ENSG00000278358.1,BX510359.8,X
ENSG00000278160,ENSG00000278160.1,BX510359.7,X
ENSG00000275643,ENSG00000275643.1,RBM22P6,X
ENSG00000204379,ENSG00000204379.11,XAGE1A,X
ENSG00000102226,ENSG00000102226.9,USP11,X
ENSG00000183304,ENSG00000183304.10,FAM9A,X
ENSG00000223395,ENSG00000223395.2,RBM22P7,X
ENSG00000231619,ENSG00000231619.1,AC003685.2,X
ENSG00000229012,ENSG00000229012.1,AC003685.1,X
ENSG00000285896,ENSG00000285896.1,AC074281.2,X
ENSG00000225271,ENSG00000225271.1,AC074281.1,X
ENSG00000204382,ENSG00000204382.11,XAGE1B,X
ENSG00000225925,ENSG00000225925.1,AL672138.1,X
ENSG00000277289,ENSG00000277289.1,BX510359.6,X
ENSG00000227058,ENSG00000227058.1,BX510359.2,X
ENSG00000231593,ENSG00000231593.1,BX510359.4,X
ENSG00000228771,ENSG00000228771.1,BX510359.3,X
ENSG00000185319,ENSG00000185319.5,SSXP4,X
ENSG00000197185,ENSG00000197185.7,SSXP1,X
ENSG00000198034,ENSG00000198034.11,RPS4X,X
ENSG00000234792,ENSG00000234792.1,AL450023.2,X
ENSG00000285547,ENSG00000285547.1,AL133500.1,X
ENSG00000186871,ENSG00000186871.7,ERCC6L,X
ENSG00000225397,ENSG00000225397.1,AC244505.3,X
ENSG00000187754,ENSG00000187754.9,SSX7,X
ENSG00000228354,ENSG00000228354.1,AL450023.1,X
ENSG00000268447,ENSG00000268447.5,SSX2B,X
ENSG00000181704,ENSG00000181704.12,YIPF6,X
ENSG00000157965,ENSG00000157965.11,SSX8P,X
ENSG00000269281,ENSG00000269281.2,AC244505.7,X
ENSG00000241476,ENSG00000241476.8,SSX2,X
ENSG00000229826,ENSG00000229826.2,AC244505.5,X
ENSG00000225508,ENSG00000225508.1,SSXP5,X
ENSG00000226867,ENSG00000226867.1,AC244505.4,X
ENSG00000223958,ENSG00000223958.1,AC244505.2,X
ENSG00000237275,ENSG00000237275.1,AL450023.3,X
ENSG00000235976,ENSG00000235976.2,Z80107.2,X
ENSG00000226119,ENSG00000226119.1,Z80107.1,X
ENSG00000177189,ENSG00000177189.14,RPS6KA3,X
ENSG00000234901,ENSG00000234901.1,MTND6P13,X
ENSG00000236285,ENSG00000236285.1,NPM1P8,X
ENSG00000226781,ENSG00000226781.1,TBCAP1,X
ENSG00000285900,ENSG00000285900.1,AC079177.1,X
ENSG00000236828,ENSG00000236828.1,DMD-AS3,X
ENSG00000198947,ENSG00000198947.15,DMD,X
ENSG00000204071,ENSG00000204071.10,TCEAL6,X
ENSG00000184905,ENSG00000184905.9,TCEAL2,X
ENSG00000237623,ENSG00000237623.1,AL591503.3,X
ENSG00000203402,ENSG00000203402.2,AL591503.1,X
ENSG00000232009,ENSG00000232009.1,AL591503.2,X
ENSG00000147117,ENSG00000147117.7,ZNF157,X
ENSG00000286794,ENSG00000286794.1,Z70719.1,X
ENSG00000226556,ENSG00000226556.2,NPM1P49,X
ENSG00000235730,ENSG00000235730.2,OR2AF1P,X
ENSG00000236735,ENSG00000236735.3,RPL31P63,X
ENSG00000227183,ENSG00000227183.3,HDGFP1,X
ENSG00000234463,ENSG00000234463.1,COX6CP12,X
ENSG00000228089,ENSG00000228089.1,PNKDP1,X
ENSG00000147124,ENSG00000147124.12,ZNF41,X
ENSG00000165195,ENSG00000165195.15,PIGA,X
ENSG00000213468,ENSG00000213468.7,FIRRE,X
ENSG00000241418,ENSG00000241418.1,MCRIP2P1,X
ENSG00000235190,ENSG00000235190.1,AL008629.1,X
ENSG00000219870,ENSG00000219870.2,BRK1P1,X
ENSG00000228543,ENSG00000228543.1,AC003684.1,X
ENSG00000177138,ENSG00000177138.17,FAM9B,X
ENSG00000196741,ENSG00000196741.5,LINC01560,X
ENSG00000235636,ENSG00000235636.1,NUS1P1,X
ENSG00000275387,ENSG00000275387.1,AL049732.1,X
ENSG00000130052,ENSG00000130052.13,STARD8,X
ENSG00000184515,ENSG00000184515.11,BEX5,X
ENSG00000232111,ENSG00000232111.2,AC073488.1,X
ENSG00000282306,ENSG00000282306.1,AC073488.7,X
ENSG00000282501,ENSG00000282501.1,AC073488.9,X
ENSG00000282358,ENSG00000282358.1,AC073488.8,X
ENSG00000282668,ENSG00000282668.1,AC073488.10,X
ENSG00000282299,ENSG00000282299.1,AC073488.5,X
ENSG00000282697,ENSG00000282697.1,AC073488.11,X
ENSG00000282222,ENSG00000282222.1,AC073488.4,X
ENSG00000281955,ENSG00000281955.1,AC073488.3,X
ENSG00000281941,ENSG00000281941.1,AC073488.2,X
ENSG00000282300,ENSG00000282300.1,AC073488.6,X
ENSG00000251525,ENSG00000251525.6,TCP11X3P,X
ENSG00000268235,ENSG00000268235.7,TCP11X1,X
ENSG00000102032,ENSG00000102032.13,RENBP,X
ENSG00000204363,ENSG00000204363.5,SPANXN5,X
ENSG00000229885,ENSG00000229885.1,AC244505.6,X
ENSG00000171405,ENSG00000171405.12,XAGE5,X
ENSG00000196395,ENSG00000196395.7,AC244505.1,X
ENSG00000224781,ENSG00000224781.1,EIF4A2P4,X
ENSG00000171402,ENSG00000171402.15,XAGE3,X
ENSG00000182707,ENSG00000182707.4,FXYD6P3,X
ENSG00000179304,ENSG00000179304.16,FAM156B,X
ENSG00000283631,ENSG00000283631.1,AL928596.1,X
ENSG00000283400,ENSG00000283400.1,AL807740.1,X
ENSG00000126759,ENSG00000126759.13,CFP,X
ENSG00000283743,ENSG00000283743.2,Z84466.1,X
ENSG00000102265,ENSG00000102265.12,TIMP1,X
ENSG00000078061,ENSG00000078061.13,ARAF,X
ENSG00000008056,ENSG00000008056.14,SYN1,X
ENSG00000231913,ENSG00000231913.1,RARRES2P3,X
ENSG00000283380,ENSG00000283380.1,AL807742.1,X
ENSG00000185915,ENSG00000185915.5,KLHL34,X
ENSG00000283546,ENSG00000283546.1,BX088723.1,X
ENSG00000149970,ENSG00000149970.16,CNKSR2,X
ENSG00000146938,ENSG00000146938.16,NLGN4X,X
ENSG00000286118,ENSG00000286118.1,AC234031.1,X
ENSG00000268350,ENSG00000268350.7,FAM156A,X
ENSG00000180879,ENSG00000180879.14,SSR4,X
ENSG00000101849,ENSG00000101849.17,TBL1X,X
ENSG00000134602,ENSG00000134602.16,STK26,X
ENSG00000232068,ENSG00000232068.1,AF003529.1,X
ENSG00000067829,ENSG00000067829.19,IDH3G,X
ENSG00000101850,ENSG00000101850.13,GPR143,X
ENSG00000224908,ENSG00000224908.1,TIMM8BP2,X
ENSG00000283638,ENSG00000283638.2,AC002407.1,X
ENSG00000232664,ENSG00000232664.2,LARP1BP3,X
ENSG00000203952,ENSG00000203952.9,CCDC160,X
ENSG00000214961,ENSG00000214961.2,FO393409.1,X
ENSG00000232267,ENSG00000232267.1,ACTR3P2,X
ENSG00000213740,ENSG00000213740.2,SERBP1P1,X
ENSG00000090776,ENSG00000090776.6,EFNB1,X
ENSG00000235802,ENSG00000235802.1,HCFC1-AS1,X
ENSG00000172534,ENSG00000172534.14,HCFC1,X
ENSG00000181191,ENSG00000181191.11,PJA1,X
ENSG00000172186,ENSG00000172186.7,HMGN1P35,X
ENSG00000215162,ENSG00000215162.2,LINC00269,X
ENSG00000273746,ENSG00000273746.1,AC234791.1,X
ENSG00000269405,ENSG00000269405.6,NXF2,X
ENSG00000182220,ENSG00000182220.15,ATP6AP2,X
ENSG00000231706,ENSG00000231706.2,CYCSP43,X
ENSG00000215313,ENSG00000215313.3,RPL6P30,X
ENSG00000130054,ENSG00000130054.4,FAM155B,X
ENSG00000235071,ENSG00000235071.1,AC073909.1,X
ENSG00000165197,ENSG00000165197.5,VEGFD,X
ENSG00000228160,ENSG00000228160.2,AL158069.1,X
ENSG00000233887,ENSG00000233887.1,AL354685.1,X
ENSG00000237752,ENSG00000237752.2,AL354685.2,X
ENSG00000233229,ENSG00000233229.1,CNOT7P1,X
ENSG00000286077,ENSG00000286077.1,AL158141.1,X
ENSG00000267978,ENSG00000267978.5,MAGEA9B,X
ENSG00000158813,ENSG00000158813.18,EDA,X
ENSG00000268738,ENSG00000268738.3,HSFX2,X
ENSG00000177854,ENSG00000177854.8,TMEM187,X
ENSG00000234889,ENSG00000234889.2,AL391666.1,X
ENSG00000047230,ENSG00000047230.15,CTPS2,X
ENSG00000156531,ENSG00000156531.16,PHF6,X
ENSG00000215319,ENSG00000215319.2,EIF5P1,X
ENSG00000146950,ENSG00000146950.13,SHROOM2,X
ENSG00000269556,ENSG00000269556.8,TMEM185A,X
ENSG00000230326,ENSG00000230326.1,HMGN1P33,X
ENSG00000169906,ENSG00000169906.5,S100G,X
ENSG00000165694,ENSG00000165694.9,FRMD7,X
ENSG00000229322,ENSG00000229322.1,AC244197.1,X
ENSG00000185247,ENSG00000185247.15,MAGEA11,X
ENSG00000147160,ENSG00000147160.9,AWAT2,X
ENSG00000228833,ENSG00000228833.1,AC244098.2,X
ENSG00000223377,ENSG00000223377.1,AC244098.1,X
ENSG00000231694,ENSG00000231694.1,AC244098.3,X
ENSG00000235254,ENSG00000235254.3,TMEM185AP1,X
ENSG00000171116,ENSG00000171116.7,HSFX1,X
ENSG00000215310,ENSG00000215310.2,AL050305.1,X
ENSG00000123584,ENSG00000123584.7,MAGEA9,X
ENSG00000189401,ENSG00000189401.3,OTUD6A,X
ENSG00000224732,ENSG00000224732.1,MAGEA7P,X
ENSG00000229829,ENSG00000229829.1,DUTP4,X
ENSG00000124486,ENSG00000124486.13,USP9X,X
ENSG00000226579,ENSG00000226579.1,MTCYBP31,X
ENSG00000235382,ENSG00000235382.1,MTND4P31,X
ENSG00000280752,ENSG00000280752.1,LINC00850,X
ENSG00000230899,ENSG00000230899.1,MAGEA8-AS1,X
ENSG00000234469,ENSG00000234469.4,CLDN34,X
ENSG00000156009,ENSG00000156009.10,MAGEA8,X
ENSG00000236243,ENSG00000236243.2,RPL6P29,X
ENSG00000228819,ENSG00000228819.1,AL049792.1,X
ENSG00000087842,ENSG00000087842.11,PIR,X
ENSG00000102010,ENSG00000102010.15,BMX,X
ENSG00000283463,ENSG00000283463.1,HSFX4,X
ENSG00000183171,ENSG00000183171.5,BX322650.1,X
ENSG00000197021,ENSG00000197021.9,CXorf40B,X
ENSG00000235703,ENSG00000235703.6,LINC00894,X
ENSG00000271322,ENSG00000271322.1,AL357312.1,X
ENSG00000169895,ENSG00000169895.6,SYAP1,X
ENSG00000203588,ENSG00000203588.3,IGBP1-AS1,X
ENSG00000089289,ENSG00000089289.16,IGBP1,X
ENSG00000220925,ENSG00000220925.2,IGBP1-AS2,X
ENSG00000213704,ENSG00000213704.3,EEF1A1P15,X
ENSG00000165704,ENSG00000165704.15,HPRT1,X
ENSG00000067445,ENSG00000067445.21,TRO,X
ENSG00000232160,ENSG00000232160.7,RAP2C-AS1,X
ENSG00000226107,ENSG00000226107.1,AC004383.1,X
ENSG00000223749,ENSG00000223749.10,MIR503HG,X
ENSG00000123728,ENSG00000123728.10,RAP2C,X
ENSG00000086712,ENSG00000086712.13,TXLNG,X
ENSG00000076770,ENSG00000076770.14,MBNL3,X
ENSG00000102054,ENSG00000102054.17,RBBP7,X
ENSG00000184216,ENSG00000184216.14,IRAK1,X
ENSG00000230180,ENSG00000230180.1,RPL12P49,X
ENSG00000047644,ENSG00000047644.18,WWC3,X
ENSG00000225076,ENSG00000225076.1,WWC3-AS1,X
ENSG00000227060,ENSG00000227060.7,LINC00629,X
ENSG00000236509,ENSG00000236509.2,RPL21P133,X
ENSG00000235813,ENSG00000235813.1,AL672032.1,X
ENSG00000237432,ENSG00000237432.2,RPS7P12,X
ENSG00000170965,ENSG00000170965.10,PLAC1,X
ENSG00000067840,ENSG00000067840.12,PDZD4,X
ENSG00000184844,ENSG00000184844.6,CYCSP45,X
ENSG00000284800,ENSG00000284800.1,AC235565.2,X
ENSG00000269437,ENSG00000269437.7,NXF2B,X
ENSG00000234825,ENSG00000234825.3,XRCC6P2,X
ENSG00000231590,ENSG00000231590.2,AC235565.1,X
ENSG00000215029,ENSG00000215029.10,TCP11X2,X
ENSG00000169239,ENSG00000169239.13,CA5B,X
ENSG00000147003,ENSG00000147003.7,CLTRN,X
ENSG00000285602,ENSG00000285602.1,AC097625.2,X
ENSG00000281371,ENSG00000281371.1,INE2,X
ENSG00000130234,ENSG00000130234.10,ACE2,X
ENSG00000237539,ENSG00000237539.1,AC003669.1,X
ENSG00000225833,ENSG00000225833.1,AC097625.1,X
ENSG00000186312,ENSG00000186312.10,CA5BP1,X
ENSG00000223714,ENSG00000223714.1,LINC02601,X
ENSG00000226641,ENSG00000226641.1,AL391647.1,X
ENSG00000156500,ENSG00000156500.15,FAM122C,X
ENSG00000230399,ENSG00000230399.1,RBBP8P1,X
ENSG00000147251,ENSG00000147251.15,DOCK11,X
ENSG00000156504,ENSG00000156504.16,FAM122B,X
ENSG00000013619,ENSG00000013619.14,MAMLD1,X
ENSG00000017483,ENSG00000017483.15,SLC38A5,X
ENSG00000073464,ENSG00000073464.12,CLCN4,X
ENSG00000227042,ENSG00000227042.1,AC003666.1,X
ENSG00000101844,ENSG00000101844.18,ATG4A,X
ENSG00000198910,ENSG00000198910.14,L1CAM,X
ENSG00000270497,ENSG00000270497.1,BX322635.1,X
ENSG00000184194,ENSG00000184194.5,GPR173,X
ENSG00000226837,ENSG00000226837.2,HMGB1P32,X
ENSG00000171100,ENSG00000171100.14,MTM1,X
ENSG00000101928,ENSG00000101928.13,MOSPD1,X
ENSG00000284987,ENSG00000284987.1,U52112.2,X
ENSG00000273769,ENSG00000273769.5,U52112.1,X
ENSG00000126895,ENSG00000126895.15,AVPR2,X
ENSG00000089820,ENSG00000089820.15,ARHGAP4,X
ENSG00000236091,ENSG00000236091.1,LINC02243,X
ENSG00000223498,ENSG00000223498.1,AL929302.1,X
ENSG00000231929,ENSG00000231929.2,HMGB3P31,X
ENSG00000184785,ENSG00000184785.6,SMIM10,X
ENSG00000212747,ENSG00000212747.5,RTL8B,X
ENSG00000134590,ENSG00000134590.14,RTL8C,X
ENSG00000286964,ENSG00000286964.1,AL136169.1,X
ENSG00000203950,ENSG00000203950.6,RTL8A,X
ENSG00000196972,ENSG00000196972.9,SMIM10L2B,X
ENSG00000224107,ENSG00000224107.5,ETDB,X
ENSG00000223809,ENSG00000223809.1,AC234771.1,X
ENSG00000228372,ENSG00000228372.8,SMIM10L2B-AS1,X
ENSG00000234228,ENSG00000234228.1,NCLP2,X
ENSG00000169249,ENSG00000169249.12,ZRSR2,X
ENSG00000102030,ENSG00000102030.16,NAA10,X
ENSG00000169057,ENSG00000169057.22,MECP2,X
ENSG00000063601,ENSG00000063601.17,MTMR1,X
ENSG00000101871,ENSG00000101871.14,MID1,X
ENSG00000214322,ENSG00000214322.3,CBX1P2,X
ENSG00000169891,ENSG00000169891.18,REPS2,X
ENSG00000068438,ENSG00000068438.15,FTSJ1,X
ENSG00000232582,ENSG00000232582.1,AC234771.3,X
ENSG00000169551,ENSG00000169551.12,CT55,X
ENSG00000224292,ENSG00000224292.1,AF196972.1,X
ENSG00000214321,ENSG00000214321.3,CBX1P4,X
ENSG00000236491,ENSG00000236491.1,AC234771.4,X
ENSG00000228922,ENSG00000228922.1,AC234771.2,X
ENSG00000269833,ENSG00000269833.2,AC234771.5,X
ENSG00000271533,ENSG00000271533.1,Z83843.1,X
ENSG00000271199,ENSG00000271199.1,AL353804.2,X
ENSG00000280375,ENSG00000280375.1,AL359740.1,X
ENSG00000230986,ENSG00000230986.1,DDX3P2,X
ENSG00000230590,ENSG00000230590.11,FTX,X
ENSG00000226153,ENSG00000226153.1,Z93242.1,X
ENSG00000188158,ENSG00000188158.15,NHS,X
ENSG00000235834,ENSG00000235834.1,Z93022.1,X
ENSG00000230020,ENSG00000230020.1,NHS-AS1,X
ENSG00000182287,ENSG00000182287.15,AP1S2,X
ENSG00000284994,ENSG00000284994.1,AL590282.2,X
ENSG00000283644,ENSG00000283644.1,ETDC,X
ENSG00000238210,ENSG00000238210.4,ETDA,X
ENSG00000274024,ENSG00000274024.1,AL590282.1,X
ENSG00000186376,ENSG00000186376.15,ZNF75D,X
ENSG00000281566,ENSG00000281566.3,AL157778.1,X
ENSG00000270308,ENSG00000270308.1,AL137843.1,X
ENSG00000226536,ENSG00000226536.1,SETP15,X
ENSG00000228906,ENSG00000228906.1,AL353804.1,X
ENSG00000225470,ENSG00000225470.8,JPX,X
ENSG00000171004,ENSG00000171004.18,HS6ST2,X
ENSG00000227064,ENSG00000227064.1,Z82205.1,X
ENSG00000235849,ENSG00000235849.1,HS6ST2-AS1,X
ENSG00000234129,ENSG00000234129.8,AC073529.1,X
ENSG00000215070,ENSG00000215070.4,XRCC6P5,X
ENSG00000229946,ENSG00000229946.2,B3GNT2P1,X
ENSG00000228492,ENSG00000228492.2,RAB11FIP1P1,X
ENSG00000203397,ENSG00000203397.2,AL139400.1,X
ENSG00000224430,ENSG00000224430.2,MKRN5P,X
ENSG00000234969,ENSG00000234969.1,AL627389.1,X
ENSG00000223650,ENSG00000223650.1,UHRF2P1,X
ENSG00000231549,ENSG00000231549.1,ATP5MDP1,X
ENSG00000204113,ENSG00000204113.6,BMP2KL,X
ENSG00000232928,ENSG00000232928.2,DDX3P1,X
ENSG00000233984,ENSG00000233984.1,RPSAP14,X
ENSG00000173275,ENSG00000173275.13,ZNF449,X
ENSG00000229015,ENSG00000229015.2,AL450472.1,X
ENSG00000178947,ENSG00000178947.9,SMIM10L2A,X
ENSG00000225769,ENSG00000225769.1,CROCCP1,X
ENSG00000273988,ENSG00000273988.1,AL450472.3,X
ENSG00000271158,ENSG00000271158.1,AL450472.2,X
ENSG00000165359,ENSG00000165359.15,INTS6L,X
ENSG00000225235,ENSG00000225235.1,INTS6L-AS1,X
ENSG00000134588,ENSG00000134588.12,USP26,X
ENSG00000225949,ENSG00000225949.1,Z77249.2,X
ENSG00000183434,ENSG00000183434.10,TFDP3,X
ENSG00000047648,ENSG00000047648.23,ARHGAP6,X
ENSG00000076716,ENSG00000076716.9,GPC4,X
ENSG00000102076,ENSG00000102076.10,OPN1LW,X
ENSG00000232392,ENSG00000232392.1,AC002366.1,X
ENSG00000125363,ENSG00000125363.14,AMELX,X
ENSG00000047634,ENSG00000047634.15,SCML1,X
ENSG00000004961,ENSG00000004961.15,HCCS,X
ENSG00000275194,ENSG00000275194.1,AC004467.1,X
ENSG00000228728,ENSG00000228728.1,PPIAP91,X
ENSG00000102181,ENSG00000102181.21,CD99L2,X
ENSG00000277008,ENSG00000277008.1,TEX28P2,X
ENSG00000236988,ENSG00000236988.2,AL359641.1,X
ENSG00000268221,ENSG00000268221.6,OPN1MW,X
ENSG00000274962,ENSG00000274962.1,TEX28P1,X
ENSG00000230153,ENSG00000230153.5,AF274573.1,X
ENSG00000182798,ENSG00000182798.10,MAGEB17,X
ENSG00000230592,ENSG00000230592.2,RPSAP8,X
ENSG00000238178,ENSG00000238178.7,AC078993.1,X
ENSG00000126010,ENSG00000126010.6,GRPR,X
ENSG00000029993,ENSG00000029993.15,HMGB3,X
ENSG00000126890,ENSG00000126890.13,CTAG2,X
ENSG00000227873,ENSG00000227873.1,Z93242.2,X
ENSG00000277009,ENSG00000277009.1,AC244097.1,X
ENSG00000166160,ENSG00000166160.9,OPN1MW2,X
ENSG00000230508,ENSG00000230508.1,RPL19P21,X
ENSG00000270916,ENSG00000270916.1,RPL12P50,X
ENSG00000234696,ENSG00000234696.1,GPR50-AS1,X
ENSG00000102195,ENSG00000102195.10,GPR50,X
ENSG00000226141,ENSG00000226141.1,AC244107.1,X
ENSG00000237619,ENSG00000237619.2,OR3B1P,X
ENSG00000007350,ENSG00000007350.17,TKTL1,X
ENSG00000147257,ENSG00000147257.14,GPC3,X
ENSG00000269433,ENSG00000269433.3,OPN1MW3,X
ENSG00000158164,ENSG00000158164.7,TMSB15A,X
ENSG00000278057,ENSG00000278057.4,TEX28,X
ENSG00000269993,ENSG00000269993.1,KC877982.1,X
ENSG00000286096,ENSG00000286096.1,GPC3-AS1,X
ENSG00000227008,ENSG00000227008.2,AL009174.1,X
ENSG00000233260,ENSG00000233260.1,RPSAP63,X
ENSG00000237833,ENSG00000237833.1,AL391380.1,X
ENSG00000224539,ENSG00000224539.1,SAGE4P,X
ENSG00000277486,ENSG00000277486.1,SAGE3P,X
ENSG00000198022,ENSG00000198022.6,SAGE2P,X
ENSG00000274601,ENSG00000274601.1,AC240442.1,X
ENSG00000268940,ENSG00000268940.5,CT45A1,X
ENSG00000233861,ENSG00000233861.1,MGAT2P1,X
ENSG00000238200,ENSG00000238200.1,MGAT2P2,X
ENSG00000269096,ENSG00000269096.6,CT45A3,X
ENSG00000131831,ENSG00000131831.18,RAI2,X
ENSG00000276467,ENSG00000276467.1,Z93929.2,X
ENSG00000225066,ENSG00000225066.1,Z93929.1,X
ENSG00000225882,ENSG00000225882.1,LINC01456,X
ENSG00000177324,ENSG00000177324.14,BEND2,X
ENSG00000102312,ENSG00000102312.22,PORCN,X
ENSG00000228836,ENSG00000228836.8,CT45A5,X
ENSG00000278289,ENSG00000278289.4,CT45A6,X
ENSG00000102098,ENSG00000102098.19,SCML2,X
ENSG00000271449,ENSG00000271449.7,CT45A2,X
ENSG00000273696,ENSG00000273696.4,CT45A7,X
ENSG00000250995,ENSG00000250995.1,AL391280.2,X
ENSG00000131724,ENSG00000131724.11,IL13RA1,X
ENSG00000278085,ENSG00000278085.5,CT45A8,X
ENSG00000235211,ENSG00000235211.4,TMSB10P2,X
ENSG00000228717,ENSG00000228717.1,AF013593.1,X
ENSG00000160131,ENSG00000160131.13,VMA21,X
ENSG00000287918,ENSG00000287918.1,AF274853.1,X
ENSG00000270946,ENSG00000270946.6,CT45A9,X
ENSG00000269586,ENSG00000269586.7,CT45A10,X
ENSG00000181433,ENSG00000181433.9,SAGE1,X
ENSG00000174460,ENSG00000174460.4,ZCCHC12,X
ENSG00000224341,ENSG00000224341.1,AC006965.1,X
ENSG00000203650,ENSG00000203650.9,LINC01285,X
ENSG00000160219,ENSG00000160219.12,GAB3,X
ENSG00000231270,ENSG00000231270.1,AL772284.1,X
ENSG00000270052,ENSG00000270052.1,BX546450.2,X
ENSG00000214915,ENSG00000214915.3,BX546450.1,X
ENSG00000176318,ENSG00000176318.8,FOXN3P1,X
ENSG00000166049,ENSG00000166049.11,PASD1,X
ENSG00000196970,ENSG00000196970.8,NXF4,X
ENSG00000230162,ENSG00000230162.1,CT45A11P,X
ENSG00000169446,ENSG00000169446.5,MMGT1,X
ENSG00000198689,ENSG00000198689.11,SLC9A6,X
ENSG00000197565,ENSG00000197565.15,COL4A6,X
ENSG00000184205,ENSG00000184205.14,TSPYL2,X
ENSG00000231830,ENSG00000231830.1,AC245140.1,X
ENSG00000175556,ENSG00000175556.17,LONRF3,X
ENSG00000282840,ENSG00000282840.1,AC004554.2,X
ENSG00000223418,ENSG00000223418.1,AC004554.1,X
ENSG00000277535,ENSG00000277535.2,AL772284.2,X
ENSG00000250423,ENSG00000250423.2,KIAA1210,X
ENSG00000227864,ENSG00000227864.1,ARL5AP1,X
ENSG00000230170,ENSG00000230170.1,HNRNPA1P28,X
ENSG00000270625,ENSG00000270625.1,AC004835.2,X
ENSG00000101856,ENSG00000101856.10,PGRMC1,X
ENSG00000214992,ENSG00000214992.6,AKAP17BP,X
ENSG00000230392,ENSG00000230392.1,AC004835.1,X
ENSG00000227814,ENSG00000227814.3,MRPS17P9,X
ENSG00000226661,ENSG00000226661.1,AC004973.1,X
ENSG00000231340,ENSG00000231340.1,ACTG1P10,X
ENSG00000232593,ENSG00000232593.7,KANTR,X
ENSG00000234019,ENSG00000234019.1,AL591212.1,X
ENSG00000235224,ENSG00000235224.1,AL591212.2,X
ENSG00000227329,ENSG00000227329.2,AL139396.1,X
ENSG00000077713,ENSG00000077713.19,SLC25A43,X
ENSG00000237903,ENSG00000237903.1,AC004000.1,X
ENSG00000005022,ENSG00000005022.6,SLC25A5,X
ENSG00000224281,ENSG00000224281.5,SLC25A5-AS1,X
ENSG00000236187,ENSG00000236187.1,GJA6P,X
ENSG00000008086,ENSG00000008086.12,CDKL5,X
ENSG00000068354,ENSG00000068354.16,TBC1D25,X
ENSG00000189372,ENSG00000189372.4,AL034369.1,X
ENSG00000147155,ENSG00000147155.11,EBP,X
ENSG00000286268,ENSG00000286268.1,AF196969.1,X
ENSG00000102104,ENSG00000102104.8,RS1,X
ENSG00000130826,ENSG00000130826.18,DKC1,X
ENSG00000130032,ENSG00000130032.16,PRRG3,X
ENSG00000196924,ENSG00000196924.17,FLNA,X
ENSG00000101977,ENSG00000101977.21,MCF2,X
ENSG00000165194,ENSG00000165194.15,PCDH19,X
ENSG00000198908,ENSG00000198908.12,BHLHB9,X
ENSG00000230320,ENSG00000230320.1,BEND7P1,X
ENSG00000126767,ENSG00000126767.18,ELK1,X
ENSG00000271147,ENSG00000271147.8,ARMCX5-GPRASP2,X
ENSG00000267064,ENSG00000267064.2,UXT-AS1,X
ENSG00000126756,ENSG00000126756.12,UXT,X
ENSG00000285018,ENSG00000285018.1,AC245140.3,X
ENSG00000227211,ENSG00000227211.2,AL035551.1,X
ENSG00000125962,ENSG00000125962.14,ARMCX5,X
ENSG00000067842,ENSG00000067842.17,ATP2B3,X
ENSG00000158301,ENSG00000158301.18,GPRASP2,X
ENSG00000286237,ENSG00000286237.1,ARMCX5-GPRASP2,X
ENSG00000286327,ENSG00000286327.1,AL035427.2,X
ENSG00000270050,ENSG00000270050.1,AL035427.1,X
ENSG00000198932,ENSG00000198932.13,GPRASP1,X
ENSG00000147378,ENSG00000147378.11,FATE1,X
ENSG00000219930,ENSG00000219930.4,GAPDHP67,X
ENSG00000231513,ENSG00000231513.3,E2F6P4,X
ENSG00000068394,ENSG00000068394.11,GPKOW,X
ENSG00000280116,ENSG00000280116.2,AC231657.2,X
ENSG00000183862,ENSG00000183862.5,CNGA2,X
ENSG00000086717,ENSG00000086717.18,PPEF1,X
ENSG00000229967,ENSG00000229967.1,MAGEA4-AS1,X
ENSG00000147381,ENSG00000147381.11,MAGEA4,X
ENSG00000237221,ENSG00000237221.1,PPEF1-AS1,X
ENSG00000279528,ENSG00000279528.1,AC115618.3,X
ENSG00000228343,ENSG00000228343.1,AC115618.2,X
ENSG00000102317,ENSG00000102317.18,RBM3,X
ENSG00000196564,ENSG00000196564.4,AL096700.1,X
ENSG00000224224,ENSG00000224224.1,HAUS1P2,X
ENSG00000018610,ENSG00000018610.14,CXorf56,X
ENSG00000204620,ENSG00000204620.3,AC115618.1,X
ENSG00000187893,ENSG00000187893.10,CXXC1P1,X
ENSG00000224656,ENSG00000224656.1,AL009172.1,X
ENSG00000229968,ENSG00000229968.1,AL022578.1,X
ENSG00000279422,ENSG00000279422.1,AC231657.1,X
ENSG00000269313,ENSG00000269313.5,MAGIX,X
ENSG00000220125,ENSG00000220125.1,MRPL32P1,X
ENSG00000102007,ENSG00000102007.11,PLP2,X
ENSG00000012211,ENSG00000012211.13,PRICKLE3,X
ENSG00000217889,ENSG00000217889.3,KRT18P48,X
ENSG00000262919,ENSG00000262919.8,CCNQ,X
ENSG00000188459,ENSG00000188459.4,WASF4P,X
ENSG00000260081,ENSG00000260081.2,AF274858.1,X
ENSG00000101940,ENSG00000101940.18,WDR13,X
ENSG00000286724,ENSG00000286724.1,AL732509.1,X
ENSG00000173698,ENSG00000173698.18,ADGRG2,X
ENSG00000147118,ENSG00000147118.11,ZNF182,X
ENSG00000221994,ENSG00000221994.10,ZNF630,X
